[22-09-24 14:29:55.064] LOG  : General     , 1727008195064> cachedir set to "C:\Users\mail\Zomboid".
[22-09-24 14:29:55.068] LOG  : General     , 1727008195068> 22-09-2024 14:29:55.
[22-09-24 14:29:55.069] LOG  : General     , 1727008195069> cachedir is "C:\Users\mail\Zomboid".
[22-09-24 14:29:55.069] LOG  : General     , 1727008195069> LogFileDir is "C:\Users\mail\Zomboid\Logs".
[22-09-24 14:29:55.069] LOG  : General     , 1727008195069> ===== System specs =====.
[22-09-24 14:29:55.070] LOG  : General     , 1727008195070> OS: Windows 10, version: 10.0, arch: amd64.
[22-09-24 14:29:55.071] LOG  : General     , 1727008195071> Processor: Intel64 Family 6 Model 151 Stepping 2, GenuineIntel.
[22-09-24 14:29:55.071] LOG  : General     , 1727008195071> Processor cores: 20.
[22-09-24 14:29:55.072] LOG  : General     , 1727008195072> Available processors (cores): 20.
[22-09-24 14:29:55.074] LOG  : General     , 1727008195074> Memory free: 482.29446 MB.
[22-09-24 14:29:55.074] LOG  : General     , 1727008195074> Memory max: 3072.0 MB.
[22-09-24 14:29:55.075] LOG  : General     , 1727008195075> Memory  total available to JVM: 510.0 MB.
[22-09-24 14:29:55.078] LOG  : General     , 1727008195078> C:\, Total: 1862.3677 GB, Free: 1002.5259 GB.
[22-09-24 14:29:55.078] LOG  : General     , 1727008195078> D:\, Total: 931.4961 GB, Free: 181.25487 GB.
[22-09-24 14:29:55.079] LOG  : General     , 1727008195079> E:\, Total: 464.34467 GB, Free: 300.92575 GB.
[22-09-24 14:29:55.173] LOG  : General     , 1727008195173> Mobo = [Product=Z790 Pro RS].
[22-09-24 14:29:55.259] LOG  : General     , 1727008195259> CPU = [Manufacturer=GenuineIntel,MaxClockSpeed=3600,Name=12th Gen Intel(R) Core(TM) i7-12700KF].
[22-09-24 14:29:55.409] LOG  : General     , 1727008195408> Graphics = [AdapterRAM=4293918720,DriverVersion=31.0.15.5244,Name=NVIDIA GeForce RTX 3050].
[22-09-24 14:29:55.551] LOG  : General     , 1727008195551> VideoMode = [VideoModeDescription=1920 x 1080 x 4294967296 colors].
[22-09-24 14:29:55.648] LOG  : General     , 1727008195648> Sound = { [Manufacturer=Microsoft,Name=High Definition Audio Device], [Manufacturer=NVIDIA,Name=NVIDIA High Definition Audio], [Manufacturer=CORSAIR,Name=CORSAIR VOID ELITE Wireless Gaming Headset], [Manufacturer=NVIDIA,Name=NVIDIA Virtual Audio Device (Wave Extensible) (WDM)], [Manufacturer=Voicemod S.L.,Name=Voicemod Virtual Audio Device (WDM)] }.
[22-09-24 14:29:55.733] LOG  : General     , 1727008195733> Memory RAM = { [Capacity=17179869184,Manufacturer=G Skill Intl], [Capacity=17179869184,Manufacturer=G Skill Intl] }.
[22-09-24 14:29:55.733] LOG  : General     , 1727008195733> ========================.
[22-09-24 14:29:55.733] LOG  : General     , 1727008195733> -- listing properties --.
[22-09-24 14:29:55.734] LOG  : General     , 1727008195734> java.specification.version=17.
[22-09-24 14:29:55.734] LOG  : General     , 1727008195734> sun.cpu.isalist=amd64.
[22-09-24 14:29:55.734] LOG  : General     , 1727008195734> sun.jnu.encoding=Cp1252.
[22-09-24 14:29:55.735] LOG  : General     , 1727008195735> java.class.path=.;commons-compress-1.18.jar;istack-co....
[22-09-24 14:29:55.735] LOG  : General     , 1727008195735> java.vm.vendor=Azul Systems, Inc..
[22-09-24 14:29:55.735] LOG  : General     , 1727008195735> sun.arch.data.model=64.
[22-09-24 14:29:55.735] LOG  : General     , 1727008195735> user.variant=.
[22-09-24 14:29:55.735] LOG  : General     , 1727008195735> java.vendor.url=http://www.azul.com/.
[22-09-24 14:29:55.736] LOG  : General     , 1727008195736> user.timezone=Europe/Berlin.
[22-09-24 14:29:55.736] LOG  : General     , 1727008195736> zomboid.steam=1.
[22-09-24 14:29:55.736] LOG  : General     , 1727008195736> user.country.format=DK.
[22-09-24 14:29:55.736] LOG  : General     , 1727008195736> java.vm.specification.version=17.
[22-09-24 14:29:55.736] LOG  : General     , 1727008195736> os.name=Windows 10.
[22-09-24 14:29:55.737] LOG  : General     , 1727008195736> user.country=US.
[22-09-24 14:29:55.737] LOG  : General     , 1727008195737> sun.boot.library.path=C:\Program Files (x86)\Steam\steamapp....
[22-09-24 14:29:55.737] LOG  : General     , 1727008195737> zomboid.znetlog=1.
[22-09-24 14:29:55.737] LOG  : General     , 1727008195737> jdk.debug=release.
[22-09-24 14:29:55.737] LOG  : General     , 1727008195737> sun.cpu.endian=little.
[22-09-24 14:29:55.737] LOG  : General     , 1727008195737> user.home=C:\Users\mail.
[22-09-24 14:29:55.737] LOG  : General     , 1727008195737> user.language=en.
[22-09-24 14:29:55.738] LOG  : General     , 1727008195738> java.specification.vendor=Oracle Corporation.
[22-09-24 14:29:55.738] LOG  : General     , 1727008195738> java.version.date=2021-10-19.
[22-09-24 14:29:55.738] LOG  : General     , 1727008195738> java.home=C:\Program Files (x86)\Steam\steamapp....
[22-09-24 14:29:55.738] LOG  : General     , 1727008195738> file.separator=\.
[22-09-24 14:29:55.738] LOG  : General     , 1727008195738> java.vm.compressedOopsMode=Zero based.
[22-09-24 14:29:55.739] LOG  : General     , 1727008195739> line.separator=.
[22-09-24 14:29:55.739] LOG  : General     , 1727008195739> java.vm.specification.vendor=Oracle Corporation.
[22-09-24 14:29:55.739] LOG  : General     , 1727008195739> java.specification.name=Java Platform API Specification.
[22-09-24 14:29:55.739] LOG  : General     , 1727008195739> java.awt.headless=true.
[22-09-24 14:29:55.739] LOG  : General     , 1727008195739> user.script=.
[22-09-24 14:29:55.739] LOG  : General     , 1727008195739> sun.management.compiler=HotSpot 64-Bit Tiered Compilers.
[22-09-24 14:29:55.740] LOG  : General     , 1727008195740> java.runtime.version=17.0.1+12-LTS.
[22-09-24 14:29:55.740] LOG  : General     , 1727008195740> user.name=mail.
[22-09-24 14:29:55.740] LOG  : General     , 1727008195740> path.separator=;.
[22-09-24 14:29:55.740] LOG  : General     , 1727008195740> os.version=10.0.
[22-09-24 14:29:55.740] LOG  : General     , 1727008195740> java.runtime.name=OpenJDK Runtime Environment.
[22-09-24 14:29:55.740] LOG  : General     , 1727008195740> file.encoding=Cp1252.
[22-09-24 14:29:55.740] LOG  : General     , 1727008195740> java.vm.name=OpenJDK 64-Bit Server VM.
[22-09-24 14:29:55.741] LOG  : General     , 1727008195740> java.vendor.version=Zulu17.30+15-CA.
[22-09-24 14:29:55.741] LOG  : General     , 1727008195741> java.vendor.url.bug=http://www.azul.com/support/.
[22-09-24 14:29:55.741] LOG  : General     , 1727008195741> java.io.tmpdir=C:\Users\mail\AppData\Local\Temp\.
[22-09-24 14:29:55.741] LOG  : General     , 1727008195741> java.version=17.0.1.
[22-09-24 14:29:55.741] LOG  : General     , 1727008195741> user.dir=C:\Program Files (x86)\Steam\steamapp....
[22-09-24 14:29:55.742] LOG  : General     , 1727008195742> os.arch=amd64.
[22-09-24 14:29:55.742] LOG  : General     , 1727008195742> java.vm.specification.name=Java Virtual Machine Specification.
[22-09-24 14:29:55.742] LOG  : General     , 1727008195742> user.language.format=da.
[22-09-24 14:29:55.742] LOG  : General     , 1727008195742> sun.os.patch.level=.
[22-09-24 14:29:55.742] LOG  : General     , 1727008195742> native.encoding=Cp1252.
[22-09-24 14:29:55.742] LOG  : General     , 1727008195742> java.library.path=win64/;..
[22-09-24 14:29:55.742] LOG  : General     , 1727008195742> java.vm.info=mixed mode, sharing.
[22-09-24 14:29:55.743] LOG  : General     , 1727008195742> java.vendor=Azul Systems, Inc..
[22-09-24 14:29:55.743] LOG  : General     , 1727008195743> java.vm.version=17.0.1+12-LTS.
[22-09-24 14:29:55.743] LOG  : General     , 1727008195743> sun.io.unicode.encoding=UnicodeLittle.
[22-09-24 14:29:55.743] LOG  : General     , 1727008195743> java.class.version=61.0.
[22-09-24 14:29:55.743] LOG  : General     , 1727008195743> -----.
[22-09-24 14:29:55.743] LOG  : General     , 1727008195743> version=41.78.16 demo=false.
[22-09-24 14:29:56.003] LOG  : General     , 1727008196003> LightingFPS set to 15.
[22-09-24 14:29:56.005] LOG  : General     , 1727008196005> [javafmodJNI] Init: Start.
[22-09-24 14:29:56.006] LOG  : General     , 1727008196006> [javafmodJNI] Init: WIN 64.
[22-09-24 14:29:56.025] LOG  : General     , 1727008196025> 1727008196024 fmod: Java loging: OK.
[22-09-24 14:29:56.028] LOG  : General     , 1727008196028> 1727008196028 fmod: FMOD::Studio::System::create() result: No errors..
[22-09-24 14:29:56.028] LOG  : General     , 1727008196028> 1727008196028 fmod: FMOD::Studio::System::getCoreSystem() result: No errors..
[22-09-24 14:29:56.028] LOG  : General     , 1727008196028> 1727008196028 fmod: FMOD_System_GetVersion() result: No errors..
[22-09-24 14:29:56.028] LOG  : General     , 1727008196028> 1727008196028 fmod: fmodintegration built with version 20206, fmod shared library version 20206.
[22-09-24 14:29:56.028] LOG  : General     , 1727008196028> 1727008196028 fmod: System Create: OK.
[22-09-24 14:29:56.029] LOG  : General     , 1727008196029> 1727008196029 fmod: FMOD_System_SetSoftwareFormat() result: No errors..
[22-09-24 14:29:56.066] LOG  : General     , 1727008196066> 1727008196066 fmod: FMOD::Studio::System::Initialize() result: No errors..
[22-09-24 14:29:56.067] LOG  : General     , 1727008196067> 1727008196067 fmod: Creating DSP for capture sound.
